EmployeeID,HireDate,TerminationDate,Department,JobRole,EmploymentType,Gender,AgeGroup,Education,JobSatisfaction,Performance,WorkLifeBalance,Salary
E202500395,2025-02-01,,Sales,Sales Executive,Contractor,Female,30-40,Doctor,Medium,Low,Better,107729.87261726896
E00436,2020-04-03,2021-01-14,Sales,Research Scientist,Full-time,Male,30-40,Doctor,Very High,Good,Good,87000.0
E02737,2023-10-14,,Sales,HR Specialist,Contractor,Other,Below 20,Master,Medium,Low,Better,50000.0
E03154,2023-08-24,,Sales,Research Scientist,Full-time,Female,30-40,Below College,Very High,Excellent,Better,103000.0
E04616,2024-04-25,2024-12-20,Sales,IT Analyst,Full-time,Female,Below 20,Below College,High,Low,Bad,77000.0
E00217,2020-01-22,2022-11-20,Sales,Finance Director,Full-time,Female,50-60,Doctor,Low,Good,Good,54000.0
E00156,2020-03-21,,Sales,Sales Executive,Contractor,Female,30-40,Doctor,Medium,Low,Better,113000.0
E03756,2024-07-23,,Sales,Manager,Contractor,Female,30-40,Below College,Low,Outstanding,Good,94000.0
E00285,2020-01-26,2022-08-30,Sales,Manager,Full-time,Male,Below 20,Master,Very High,Good,Good,104000.0
E02878,2023-02-03,,Sales,Manager,Contractor,Female,20-30,Bachelor,Medium,Excellent,Better,34000.0
E04823,2024-03-24,,Sales,HR Specialist,Full-time,Female,30-40,Master,Medium,Outstanding,Better,56000.0
E02584,2023-12-30,2025-12-10,Sales,HR Specialist,Full-time,Female,20-30,College,Low,Outstanding,Bad,88000.0
E03193,2023-03-14,2024-10-28,Sales,Sales Executive,Full-time,Other,50-60,Master,Low,Good,Better,42000.0
E01053,2021-10-01,2025-03-14,Sales,Manager,Full-time,Male,30-40,Doctor,Low,Outstanding,Better,64000.0
E00031,2020-12-19,,Sales,IT Analyst,Contractor,Male,40-50,Bachelor,Low,Excellent,Good,79000.0
E03634,2024-08-13,,Sales,IT Analyst,Contractor,Female,50-60,Below College,High,Low,Good,93000.0
E04117,2024-06-07,,Sales,Manager,Full-time,Male,40-50,Below College,Low,Outstanding,Good,83000.0
E02009,2022-07-16,2024-03-16,Sales,Research Scientist,Contractor,Female,40-50,College,Low,Good,Better,88000.0
E03583,2023-08-09,,Sales,HR Specialist,Contractor,Female,60+,College,Very High,Low,Bad,52000.0
E01059,2021-09-11,2024-08-03,Sales,Research Scientist,Full-time,Male,40-50,Below College,High,Low,Best,43000.0
E03318,2023-06-27,,Sales,IT Analyst,Full-time,Female,40-50,Below College,High,Good,Bad,81000.0
E00310,2020-03-05,2020-10-11,Sales,Manager,Contractor,Female,60+,Bachelor,High,Excellent,Bad,119000.0
E00341,2020-10-20,,Sales,Finance Director,Contractor,Male,60+,Below College,High,Good,Best,43000.0
E03079,2023-05-25,,Sales,Sales Executive,Contractor,Female,30-40,Below College,Very High,Low,Bad,115000.0
E02262,2022-09-01,2023-01-26,Sales,Sales Executive,Full-time,Male,Below 20,Bachelor,Low,Outstanding,Best,37000.0
E00532,2020-01-08,,Sales,Research Scientist,Contractor,Other,60+,Master,High,Good,Good,84000.0
E02425,2023-07-18,,Sales,Research Scientist,Full-time,Female,50-60,Doctor,Very High,Low,Better,78000.0
E01619,2022-11-28,2024-07-12,Sales,Research Scientist,Contractor,Male,40-50,Master,Low,Low,Bad,59000.0
E01008,2021-10-11,,Sales,Sales Executive,Full-time,Male,50-60,Master,Very High,Excellent,Better,95000.0
E01009,2021-08-28,2025-09-09,Sales,HR Specialist,Contractor,Female,30-40,College,Low,Good,Good,113000.0
E03579,2023-05-07,,Sales,Manager,Contractor,Male,30-40,College,Low,Excellent,Bad,32000.0
E01090,2021-06-08,,Sales,IT Analyst,Full-time,Female,40-50,Bachelor,Very High,Low,Better,43000.0
E00837,2021-11-21,2023-05-26,Sales,HR Specialist,Contractor,Male,Below 20,College,Very High,Low,Best,115000.0
E02473,2023-01-27,,Sales,Research Scientist,Full-time,Male,20-30,Below College,Low,Low,Bad,48000.0
E202500189,2025-11-07,,Sales,Research Scientist,Full-time,Male,50-60,Doctor,Low,Excellent,Best,65324.20912187532
E02990,2023-10-24,2025-07-29,Sales,Sales Executive,Contractor,Male,60+,Below College,High,Low,Good,53000.0
E00358,2020-08-19,,Sales,Research Scientist,Full-time,Male,60+,Doctor,High,Good,Better,42000.0
E04996,2024-05-04,,Sales,Sales Executive,Contractor,Male,50-60,Bachelor,Very High,Excellent,Better,102000.0
E00369,2020-11-28,2023-01-05,Sales,Sales Executive,Contractor,Female,Below 20,College,Very High,Low,Best,70000.0
E02319,2022-09-18,,Sales,Sales Executive,Contractor,Female,60+,Bachelor,Very High,Low,Good,75000.0
E00067,2020-06-01,,Sales,IT Analyst,Contractor,Female,50-60,Below College,Medium,Good,Good,119000.0
E04849,2024-11-07,,Sales,Sales Executive,Full-time,Male,50-60,College,High,Good,Better,47000.0
E01266,2021-04-27,2023-02-23,Sales,Research Scientist,Full-time,Female,20-30,Master,High,Excellent,Better,84000.0
E04596,2024-01-18,2025-05-19,Sales,Sales Executive,Full-time,Male,50-60,Doctor,Low,Low,Better,118000.0
E04679,2024-04-23,,Sales,Finance Director,Contractor,Male,20-30,Bachelor,Very High,Outstanding,Bad,85000.0
E02951,2023-02-14,,Sales,IT Analyst,Full-time,Male,40-50,Below College,Medium,Outstanding,Good,70000.0
E04622,2024-01-15,,Sales,HR Specialist,Contractor,Male,20-30,College,Very High,Outstanding,Bad,41000.0
E01530,2022-04-24,2025-10-15,Sales,Research Scientist,Full-time,Male,Below 20,Bachelor,Low,Outstanding,Good,50000.0
E02364,2022-03-30,,Sales,Manager,Full-time,Male,40-50,Doctor,Low,Good,Best,47000.0
E02269,2022-01-04,,Sales,Finance Director,Full-time,Female,40-50,Doctor,Low,Outstanding,Better,69000.0
E04654,2024-10-19,,Sales,Research Scientist,Contractor,Male,40-50,College,Very High,Low,Bad,70000.0
E00960,2021-12-04,,Sales,Finance Director,Contractor,Male,50-60,Master,High,Good,Bad,62000.0
E04037,2024-07-04,,Sales,Manager,Contractor,Other,30-40,Below College,Low,Excellent,Good,94000.0
E03295,2023-05-03,2023-08-11,Sales,Finance Director,Contractor,Other,50-60,College,Low,Outstanding,Good,111000.0
E03969,2024-03-13,,Sales,Sales Executive,Contractor,Male,30-40,Master,Medium,Outstanding,Good,70000.0
E01316,2021-12-05,,Sales,IT Analyst,Full-time,Male,40-50,College,Medium,Excellent,Best,93000.0
E01507,2022-12-09,,Sales,Research Scientist,Full-time,Male,40-50,Below College,Medium,Good,Best,72000.0
E00024,2020-02-11,,Sales,Finance Director,Contractor,Female,40-50,Below College,Medium,Low,Bad,36000.0
E02336,2022-01-04,,Sales,Manager,Contractor,Female,60+,Below College,Very High,Good,Better,81000.0
E02690,2023-04-23,,Sales,HR Specialist,Contractor,Female,50-60,Below College,Low,Low,Good,55000.0
E02645,2023-12-28,2025-09-21,Sales,Finance Director,Full-time,Female,20-30,Bachelor,Low,Outstanding,Best,53000.0
E00992,2021-05-29,,Sales,Sales Executive,Full-time,Male,Below 20,Bachelor,High,Low,Better,53000.0
E01528,2022-04-10,,Sales,Research Scientist,Contractor,Female,30-40,Master,Medium,Excellent,Bad,111000.0
E03895,2024-03-19,,Sales,HR Specialist,Full-time,Male,50-60,Doctor,High,Outstanding,Better,93000.0
E04970,2024-04-05,2025-02-01,Sales,Research Scientist,Contractor,Female,50-60,Bachelor,Low,Excellent,Better,71000.0
E01677,2022-08-11,2025-07-23,Sales,Research Scientist,Contractor,Female,60+,College,High,Good,Good,70000.0
E01908,2022-02-26,,Sales,Finance Director,Full-time,Female,Below 20,Master,High,Excellent,Better,79000.0
E04482,2024-12-10,2025-12-31,Sales,Finance Director,Contractor,Male,40-50,Doctor,High,Low,Better,84000.0
E04419,2024-01-08,,Sales,Research Scientist,Contractor,Female,20-30,Master,Low,Outstanding,Bad,97000.0
E04239,2024-05-27,,Sales,Manager,Full-time,Male,20-30,Below College,Medium,Excellent,Best,74000.0
E01853,2022-02-04,,Sales,HR Specialist,Contractor,Male,60+,Master,Very High,Good,Best,100000.0
E02854,2023-06-15,2025-08-22,Sales,Sales Executive,Full-time,Male,20-30,Doctor,Low,Outstanding,Bad,52000.0
E04283,2024-10-02,,Sales,Research Scientist,Full-time,Female,40-50,Doctor,High,Good,Best,111000.0
E04151,2024-11-23,,Sales,Sales Executive,Full-time,Female,20-30,Doctor,Very High,Low,Best,46000.0
E03935,2024-09-10,,Sales,HR Specialist,Full-time,Female,Below 20,Below College,Very High,Excellent,Better,30000.0
E01713,2022-07-28,,Sales,Sales Executive,Contractor,Male,30-40,Doctor,Medium,Outstanding,Best,48000.0
E202500249,2025-02-07,,Sales,IT Analyst,Contractor,Female,60+,Master,Very High,Low,Bad,91161.82479539212
E02463,2023-09-25,2024-02-09,Sales,Research Scientist,Full-time,Male,30-40,Bachelor,Very High,Good,Good,99000.0
E03223,2023-03-24,,Sales,Research Scientist,Contractor,Female,Below 20,Bachelor,Low,Low,Best,32000.0
E04356,2024-07-03,,Sales,HR Specialist,Full-time,Male,30-40,Below College,High,Excellent,Good,98000.0
E04753,2024-09-10,2025-02-27,Sales,HR Specialist,Contractor,Male,60+,College,Low,Outstanding,Good,79000.0
E01967,2022-12-26,,Sales,Research Scientist,Contractor,Female,50-60,Bachelor,High,Excellent,Bad,40000.0
E00570,2020-08-25,,Sales,Manager,Contractor,Female,30-40,Master,Low,Low,Best,109000.0
E02911,2023-04-05,,Sales,Research Scientist,Full-time,Female,40-50,Below College,Low,Outstanding,Bad,117000.0
E00293,2020-04-13,,Sales,HR Specialist,Full-time,Male,Below 20,Below College,Medium,Good,Bad,61000.0
E00636,2021-12-06,2025-02-23,Sales,Sales Executive,Contractor,Female,30-40,Doctor,Very High,Excellent,Good,35000.0
E202500065,2025-12-12,,Sales,IT Analyst,Full-time,Male,40-50,Bachelor,Medium,Outstanding,Best,119124.53377947136
E00123,2020-11-17,,Sales,Research Scientist,Full-time,Female,60+,Doctor,High,Excellent,Better,98000.0
